"Plot Title: 20946480"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20946480, SEN S/N: 20946480)","Intensity, Lux (LGR S/N: 20946480, SEN S/N: 20946480)","Coupler Detached (LGR S/N: 20946480)","Coupler Attached (LGR S/N: 20946480)","Host Connected (LGR S/N: 20946480)","Stopped (LGR S/N: 20946480)","End Of File (LGR S/N: 20946480)"
123,09/03/21 10:30:00 PM,22.142,96.9,,,,,
124,09/03/21 10:45:00 PM,22.046,96.9,,,,,
125,09/03/21 11:00:00 PM,22.046,96.9,,,,,
126,09/03/21 11:15:00 PM,21.951,107.6,,,,,
127,09/03/21 11:30:00 PM,21.855,107.6,,,,,
128,09/03/21 11:45:00 PM,21.855,107.6,,,,,
129,09/04/21 12:00:00 AM,21.855,107.6,,,,,
130,09/04/21 12:15:00 AM,21.855,118.4,,,,,
131,09/04/21 12:30:00 AM,21.855,118.4,,,,,
132,09/04/21 12:45:00 AM,21.855,129.2,,,,,
133,09/04/21 01:00:00 AM,21.378,24800.2,,,,,
134,09/04/21 01:15:00 AM,21.187,14466.8,,,,,
135,09/04/21 01:30:00 AM,21.187,20666.8,,,,,
136,09/04/21 01:45:00 AM,20.996,19977.9,,,,,
137,09/04/21 02:00:00 AM,20.901,23422.4,,,,,
138,09/04/21 02:15:00 AM,20.996,24800.2,,,,,
139,09/04/21 02:30:00 AM,21.091,26178.0,,,,,
140,09/04/21 02:45:00 AM,21.091,28933.5,,,,,
141,09/04/21 03:00:00 AM,21.091,30311.3,,,,,
142,09/04/21 03:15:00 AM,21.091,33066.9,,,,,
143,09/04/21 03:30:00 AM,21.091,34444.7,,,,,
144,09/04/21 03:45:00 AM,21.091,35822.5,,,,,
145,09/04/21 04:00:00 AM,21.091,37200.2,,,,,
146,09/04/21 04:15:00 AM,21.091,38578.0,,,,,
147,09/04/21 04:30:00 AM,21.091,39955.8,,,,,
148,09/04/21 04:45:00 AM,21.091,41333.6,,,,,
149,09/04/21 05:00:00 AM,21.091,42711.4,,,,,
150,09/04/21 05:15:00 AM,20.996,44089.2,,,,,
151,09/04/21 05:30:00 AM,20.996,44089.2,,,,,
152,09/04/21 05:45:00 AM,20.996,46844.8,,,,,
153,09/04/21 06:00:00 AM,20.996,46844.8,,,,,
154,09/04/21 06:15:00 AM,20.901,46844.8,,,,,
155,09/04/21 06:30:00 AM,20.901,49600.3,,,,,
156,09/04/21 06:45:00 AM,20.901,49600.3,,,,,
157,09/04/21 07:00:00 AM,20.901,49600.3,,,,,
158,09/04/21 07:15:00 AM,20.805,52355.9,,,,,
159,09/04/21 07:30:00 AM,20.805,52355.9,,,,,
160,09/04/21 07:45:00 AM,20.805,52355.9,,,,,
161,09/04/21 08:00:00 AM,20.710,55111.5,,,,,
162,09/04/21 08:15:00 AM,20.710,55111.5,,,,,
163,09/04/21 08:30:00 AM,20.710,57867.0,,,,,
164,09/04/21 08:45:00 AM,20.710,57867.0,,,,,
165,09/04/21 09:00:00 AM,20.710,60622.6,,,,,
166,09/04/21 09:15:00 AM,20.710,60622.6,,,,,
167,09/04/21 09:30:00 AM,20.710,60622.6,,,,,
168,09/04/21 09:45:00 AM,20.805,60622.6,,,,,
169,09/04/21 10:00:00 AM,20.805,60622.6,,,,,
170,09/04/21 10:15:00 AM,20.805,60622.6,,,,,
171,09/04/21 10:30:00 AM,20.901,60622.6,,,,,
172,09/04/21 10:45:00 AM,20.901,60622.6,,,,,
173,09/04/21 11:00:00 AM,20.996,63378.2,,,,,
174,09/04/21 11:15:00 AM,20.996,63378.2,,,,,
175,09/04/21 11:30:00 AM,21.091,66133.8,,,,,
176,09/04/21 11:45:00 AM,21.091,66133.8,,,,,
177,09/04/21 12:00:00 PM,21.282,66133.8,,,,,
178,09/04/21 12:15:00 PM,21.187,66133.8,,,,,
179,09/04/21 12:30:00 PM,20.996,301.4,,,,,
180,09/04/21 12:45:00 PM,20.805,247.6,,,,,
181,09/04/21 01:00:00 PM,20.805,215.3,,,,,
182,09/04/21 01:15:00 PM,21.091,193.8,,,,,
183,09/04/21 01:30:00 PM,21.282,129.2,,,,,
184,09/04/21 01:45:00 PM,21.473,118.4,,,,,
185,09/04/21 02:00:00 PM,21.569,107.6,,,,,
186,09/04/21 02:15:00 PM,21.664,96.9,,,,,
187,09/04/21 02:30:00 PM,21.569,75.3,,,,,
188,09/04/21 02:45:00 PM,21.664,75.3,,,,,
189,09/04/21 03:00:00 PM,21.760,64.6,,,,,
190,09/04/21 03:15:00 PM,22.238,53.8,,,,,
191,09/04/21 03:30:00 PM,22.238,53.8,,,,,
192,09/04/21 03:45:00 PM,22.333,43.1,,,,,
193,09/04/21 04:00:00 PM,22.429,43.1,,,,,
194,09/04/21 04:15:00 PM,22.142,43.1,,,,,
195,09/04/21 04:30:00 PM,22.142,43.1,,,,,
196,09/04/21 04:45:00 PM,22.238,43.1,,,,,
197,09/04/21 05:00:00 PM,22.238,43.1,,,,,
198,09/04/21 05:15:00 PM,22.429,32.3,,,,,
199,09/04/21 05:30:00 PM,22.333,32.3,,,,,
200,09/04/21 05:45:00 PM,22.238,32.3,,,,,
201,09/04/21 06:00:00 PM,22.238,32.3,,,,,
202,09/04/21 06:15:00 PM,22.238,32.3,,,,,
203,09/04/21 06:30:00 PM,22.142,32.3,,,,,
204,09/04/21 06:45:00 PM,22.046,32.3,,,,,
205,09/04/21 07:00:00 PM,21.855,43.1,,,,,
206,09/04/21 07:15:00 PM,21.664,43.1,,,,,
207,09/04/21 07:30:00 PM,21.473,43.1,,,,,
208,09/04/21 07:45:00 PM,21.187,43.1,,,,,
209,09/04/21 08:00:00 PM,20.901,43.1,,,,,
210,09/04/21 08:15:00 PM,20.519,53.8,,,,,
211,09/04/21 08:30:00 PM,20.138,53.8,,,,,
212,09/04/21 08:45:00 PM,19.948,53.8,,,,,
213,09/04/21 09:00:00 PM,19.662,64.6,,,,,
214,09/04/21 09:15:00 PM,19.377,64.6,,,,,
215,09/04/21 09:30:00 PM,19.092,64.6,,,,,
216,09/04/21 09:45:00 PM,18.901,75.3,,,,,
217,09/04/21 10:00:00 PM,18.711,75.3,,,,,
218,09/04/21 10:15:00 PM,18.521,75.3,,,,,
219,09/04/21 10:30:00 PM,18.331,86.1,,,,,
220,09/04/21 10:45:00 PM,18.140,86.1,,,,,
221,09/04/21 11:00:00 PM,17.950,86.1,,,,,
222,09/04/21 11:15:00 PM,17.855,86.1,,,,,
223,09/04/21 11:30:00 PM,17.665,96.9,,,,,
224,09/04/21 11:45:00 PM,17.570,96.9,,,,,
225,09/05/21 12:00:00 AM,17.475,107.6,,,,,
226,09/05/21 12:15:00 AM,17.284,107.6,,,,,
227,09/05/21 12:30:00 AM,17.189,107.6,,,,,
228,09/05/21 12:45:00 AM,17.094,107.6,,,,,
229,09/05/21 01:00:00 AM,16.903,107.6,,,,,
230,09/05/21 01:15:00 AM,16.808,118.4,,,,,
231,09/05/21 01:30:00 AM,16.713,118.4,,,,,
232,09/05/21 01:45:00 AM,16.618,129.2,,,,,
233,09/05/21 02:00:00 AM,16.427,129.2,,,,,
234,09/05/21 02:15:00 AM,16.332,129.2,,,,,
235,09/05/21 02:30:00 AM,16.237,118.4,,,,,
236,09/05/21 02:45:00 AM,16.046,118.4,,,,,
237,09/05/21 03:00:00 AM,15.951,118.4,,,,,
238,09/05/21 03:15:00 AM,15.855,118.4,,,,,
239,09/05/21 03:30:00 AM,15.760,118.4,,,,,
240,09/05/21 03:45:00 AM,15.664,118.4,,,,,
241,09/05/21 04:00:00 AM,15.569,129.2,,,,,
242,09/05/21 04:15:00 AM,15.473,129.2,,,,,
243,09/05/21 04:30:00 AM,15.473,118.4,,,,,
244,09/05/21 04:45:00 AM,15.378,118.4,,,,,
245,09/05/21 05:00:00 AM,15.282,129.2,,,,,
246,09/05/21 05:15:00 AM,15.187,129.2,,,,,
247,09/05/21 05:30:00 AM,15.187,129.2,,,,,
248,09/05/21 05:45:00 AM,15.091,129.2,,,,,
249,09/05/21 06:00:00 AM,15.091,129.2,,,,,
250,09/05/21 06:15:00 AM,14.996,129.2,,,,,
251,09/05/21 06:30:00 AM,14.900,129.2,,,,,
252,09/05/21 06:45:00 AM,14.900,129.2,,,,,
253,09/05/21 07:00:00 AM,14.804,129.2,,,,,
254,09/05/21 07:15:00 AM,14.804,129.2,,,,,
255,09/05/21 07:30:00 AM,14.804,129.2,,,,,
256,09/05/21 07:45:00 AM,14.996,139.9,,,,,
257,09/05/21 08:00:00 AM,15.282,139.9,,,,,
258,09/05/21 08:15:00 AM,15.664,139.9,,,,,
259,09/05/21 08:30:00 AM,15.951,139.9,,,,,
260,09/05/21 08:45:00 AM,16.332,139.9,,,,,
261,09/05/21 09:00:00 AM,16.903,139.9,,,,,
262,09/05/21 09:15:00 AM,17.284,139.9,,,,,
263,09/05/21 09:30:00 AM,17.665,139.9,,,,,
264,09/05/21 09:45:00 AM,18.045,139.9,,,,,
265,09/05/21 10:00:00 AM,18.521,139.9,,,,,
266,09/05/21 10:15:00 AM,19.948,150.7,,,,,
267,09/05/21 10:30:00 AM,21.473,150.7,,,,,
268,09/05/21 10:45:00 AM,22.142,139.9,,,,,
269,09/05/21 11:00:00 AM,21.951,129.2,,,,,
270,09/05/21 11:15:00 AM,22.238,107.6,,,,,
271,09/05/21 11:30:00 AM,22.142,64.6,,,,,
272,09/05/21 11:45:00 AM,21.378,64.6,,,,,
273,09/05/21 12:00:00 PM,21.091,75.3,,,,,
274,09/05/21 12:15:00 PM,21.091,64.6,,,,,
275,09/05/21 12:30:00 PM,21.378,75.3,,,,,
276,09/05/21 12:45:00 PM,22.238,64.6,,,,,
277,09/05/21 01:00:00 PM,23.292,53.8,,,,,
278,09/05/21 01:15:00 PM,23.869,43.1,,,,,
279,09/05/21 01:30:00 PM,23.677,43.1,,,,,
280,09/05/21 01:45:00 PM,23.484,43.1,,,,,
281,09/05/21 02:00:00 PM,23.773,43.1,,,,,
282,09/05/21 02:15:00 PM,23.581,43.1,,,,,
283,09/05/21 02:30:00 PM,23.484,43.1,,,,,
284,09/05/21 02:45:00 PM,23.484,32.3,,,,,
285,09/05/21 03:00:00 PM,23.484,21.5,,,,,
286,09/05/21 03:15:00 PM,23.773,21.5,,,,,
287,09/05/21 03:30:00 PM,23.773,10.8,,,,,
288,09/05/21 03:45:00 PM,23.966,10.8,,,,,
289,09/05/21 04:00:00 PM,24.158,0.0,,,,,
290,09/05/21 04:15:00 PM,24.158,0.0,,,,,
291,09/05/21 04:30:00 PM,23.966,0.0,,,,,
292,09/05/21 04:45:00 PM,23.966,0.0,,,,,
293,09/05/21 05:00:00 PM,23.966,0.0,,,,,
294,09/05/21 05:15:00 PM,24.255,0.0,,,,,
295,09/05/21 05:30:00 PM,24.545,0.0,,,,,
296,09/05/21 05:45:00 PM,24.062,0.0,,,,,
297,09/05/21 06:00:00 PM,23.581,0.0,,,,,
298,09/05/21 06:15:00 PM,23.292,0.0,,,,,
299,09/05/21 06:30:00 PM,23.100,0.0,,,,,
300,09/05/21 06:45:00 PM,22.812,10.8,,,,,
301,09/05/21 07:00:00 PM,22.525,10.8,,,,,
302,09/05/21 07:15:00 PM,22.333,10.8,,,,,
303,09/05/21 07:30:00 PM,22.046,10.8,,,,,
304,09/05/21 07:45:00 PM,21.664,21.5,,,,,
305,09/05/21 08:00:00 PM,21.282,21.5,,,,,
306,09/05/21 08:15:00 PM,20.901,32.3,,,,,
307,09/05/21 08:30:00 PM,20.519,32.3,,,,,
308,09/05/21 08:45:00 PM,20.138,43.1,,,,,
309,09/05/21 09:00:00 PM,19.853,53.8,,,,,
310,09/05/21 09:15:00 PM,19.567,53.8,,,,,
311,09/05/21 09:30:00 PM,19.377,53.8,,,,,
312,09/05/21 09:45:00 PM,19.187,53.8,,,,,
313,09/05/21 10:00:00 PM,19.092,64.6,,,,,
314,09/05/21 10:15:00 PM,18.901,64.6,,,,,
315,09/05/21 10:30:00 PM,18.806,64.6,,,,,
316,09/05/21 10:45:00 PM,18.711,64.6,,,,,
317,09/05/21 11:00:00 PM,18.806,75.3,,,,,
318,09/05/21 11:15:00 PM,18.806,75.3,,,,,
319,09/05/21 11:30:00 PM,18.806,75.3,,,,,
320,09/05/21 11:45:00 PM,18.806,86.1,,,,,
321,09/06/21 12:00:00 AM,18.711,86.1,,,,,
322,09/06/21 12:15:00 AM,18.616,86.1,,,,,
323,09/06/21 12:30:00 AM,18.426,86.1,,,,,
324,09/06/21 12:45:00 AM,18.331,86.1,,,,,
325,09/06/21 01:00:00 AM,18.331,86.1,,,,,
326,09/06/21 01:15:00 AM,18.236,96.9,,,,,
327,09/06/21 01:30:00 AM,18.236,96.9,,,,,
328,09/06/21 01:45:00 AM,18.140,96.9,,,,,
329,09/06/21 02:00:00 AM,18.140,96.9,,,,,
330,09/06/21 02:15:00 AM,18.140,96.9,,,,,
331,09/06/21 02:30:00 AM,18.236,96.9,,,,,
332,09/06/21 02:45:00 AM,18.331,96.9,,,,,
333,09/06/21 03:00:00 AM,18.331,96.9,,,,,
334,09/06/21 03:15:00 AM,18.426,96.9,,,,,
335,09/06/21 03:30:00 AM,18.426,96.9,,,,,
336,09/06/21 03:45:00 AM,18.426,107.6,,,,,
337,09/06/21 04:00:00 AM,18.426,107.6,,,,,
338,09/06/21 04:15:00 AM,18.331,107.6,,,,,
339,09/06/21 04:30:00 AM,18.331,107.6,,,,,
340,09/06/21 04:45:00 AM,18.331,107.6,,,,,
341,09/06/21 05:00:00 AM,18.331,107.6,,,,,
342,09/06/21 05:15:00 AM,18.236,107.6,,,,,
343,09/06/21 05:30:00 AM,18.236,107.6,,,,,
344,09/06/21 05:45:00 AM,18.140,118.4,,,,,
345,09/06/21 06:00:00 AM,18.140,118.4,,,,,
346,09/06/21 06:15:00 AM,18.140,118.4,,,,,
347,09/06/21 06:30:00 AM,18.140,118.4,,,,,
348,09/06/21 06:45:00 AM,18.140,118.4,,,,,
349,09/06/21 07:00:00 AM,18.140,118.4,,,,,
350,09/06/21 07:15:00 AM,18.140,118.4,,,,,
351,09/06/21 07:30:00 AM,18.236,118.4,,,,,
352,09/06/21 07:45:00 AM,18.331,118.4,,,,,
353,09/06/21 08:00:00 AM,18.521,118.4,,,,,
354,09/06/21 08:15:00 AM,18.711,118.4,,,,,
355,09/06/21 08:30:00 AM,18.996,118.4,,,,,
356,09/06/21 08:45:00 AM,19.282,118.4,,,,,
357,09/06/21 09:00:00 AM,19.567,118.4,,,,,
358,09/06/21 09:15:00 AM,19.948,107.6,,,,,
359,09/06/21 09:30:00 AM,20.329,107.6,,,,,
360,09/06/21 09:45:00 AM,20.710,107.6,,,,,
361,09/06/21 10:00:00 AM,21.187,86.1,,,,,
362,09/06/21 10:15:00 AM,22.621,32.3,,,,,
363,09/06/21 10:30:00 AM,24.448,10.8,,,,,
364,09/06/21 10:45:00 AM,25.513,0.0,,,,,
365,09/06/21 11:00:00 AM,25.222,0.0,,,,,
366,09/06/21 11:15:00 AM,25.902,0.0,,,,,
367,09/06/21 11:30:00 AM,26.488,0.0,,,,,
368,09/06/21 11:45:00 AM,26.390,0.0,,,,,
369,09/06/21 12:00:00 PM,26.683,0.0,,,,,
370,09/06/21 12:15:00 PM,26.879,0.0,,,,,
371,09/06/21 12:30:00 PM,27.665,0.0,,,,,
372,09/06/21 12:45:00 PM,28.953,0.0,,,,,
373,09/06/21 01:00:00 PM,30.457,0.0,,,,,
374,09/06/21 01:15:00 PM,30.255,0.0,,,,,
375,09/06/21 01:30:00 PM,29.053,0.0,,,,,
376,09/06/21 01:45:00 PM,28.159,0.0,,,,,
377,09/06/21 02:00:00 PM,27.862,0.0,,,,,
378,09/06/21 02:15:00 PM,27.567,0.0,,,,,
379,09/06/21 02:30:00 PM,27.665,0.0,,,,,
380,09/06/21 02:45:00 PM,27.567,0.0,,,,,
381,09/06/21 03:00:00 PM,27.665,0.0,,,,,
382,09/06/21 03:15:00 PM,27.665,0.0,,,,,
383,09/06/21 03:30:00 PM,27.665,0.0,,,,,
384,09/06/21 03:45:00 PM,27.665,0.0,,,,,
385,09/06/21 04:00:00 PM,27.961,0.0,,,,,
386,09/06/21 04:15:00 PM,27.961,0.0,,,,,
387,09/06/21 04:30:00 PM,27.665,0.0,,,,,
388,09/06/21 04:45:00 PM,27.665,0.0,,,,,
389,09/06/21 05:00:00 PM,27.468,0.0,,,,,
390,09/06/21 05:15:00 PM,27.567,0.0,,,,,
391,09/06/21 05:30:00 PM,27.764,0.0,,,,,
392,09/06/21 05:45:00 PM,27.173,0.0,,,,,
393,09/06/21 06:00:00 PM,26.585,0.0,,,,,
394,09/06/21 06:15:00 PM,26.195,0.0,,,,,
395,09/06/21 06:30:00 PM,25.902,0.0,,,,,
396,09/06/21 06:45:00 PM,25.513,0.0,,,,,
397,09/06/21 07:00:00 PM,25.125,0.0,,,,,
398,09/06/21 07:15:00 PM,24.738,0.0,,,,,
399,09/06/21 07:30:00 PM,24.351,0.0,,,,,
400,09/06/21 07:45:00 PM,23.966,0.0,,,,,
401,09/06/21 08:00:00 PM,23.581,0.0,,,,,
402,09/06/21 08:15:00 PM,23.196,10.8,,,,,
403,09/06/21 08:30:00 PM,22.908,10.8,,,,,
404,09/06/21 08:45:00 PM,22.621,10.8,,,,,
405,09/06/21 09:00:00 PM,22.429,10.8,,,,,
406,09/06/21 09:15:00 PM,22.142,21.5,,,,,
407,09/06/21 09:30:00 PM,22.046,21.5,,,,,
408,09/06/21 09:45:00 PM,21.951,21.5,,,,,
409,09/06/21 10:00:00 PM,21.951,21.5,,,,,
410,09/06/21 10:15:00 PM,21.855,21.5,,,,,
411,09/06/21 10:30:00 PM,21.760,21.5,,,,,
412,09/06/21 10:45:00 PM,21.760,21.5,,,,,
413,09/06/21 11:00:00 PM,21.760,21.5,,,,,
414,09/06/21 11:15:00 PM,21.760,21.5,,,,,
415,09/06/21 11:30:00 PM,21.855,21.5,,,,,
416,09/06/21 11:45:00 PM,21.855,21.5,,,,,
417,09/07/21 12:00:00 AM,21.951,10.8,,,,,
418,09/07/21 12:15:00 AM,21.951,10.8,,,,,
419,09/07/21 12:30:00 AM,21.951,10.8,,,,,
420,09/07/21 12:45:00 AM,21.951,10.8,,,,,
421,09/07/21 01:00:00 AM,21.855,10.8,,,,,
422,09/07/21 01:15:00 AM,21.760,10.8,,,,,
423,09/07/21 01:30:00 AM,21.760,10.8,,,,,
424,09/07/21 01:45:00 AM,21.664,10.8,,,,,
425,09/07/21 02:00:00 AM,21.664,10.8,,,,,
426,09/07/21 02:15:00 AM,21.664,10.8,,,,,
427,09/07/21 02:30:00 AM,21.569,10.8,,,,,
428,09/07/21 02:45:00 AM,21.569,10.8,,,,,
429,09/07/21 03:00:00 AM,21.473,10.8,,,,,
430,09/07/21 03:15:00 AM,21.378,10.8,,,,,
431,09/07/21 03:30:00 AM,21.282,10.8,,,,,
432,09/07/21 03:45:00 AM,21.282,10.8,,,,,
433,09/07/21 04:00:00 AM,21.282,10.8,,,,,
434,09/07/21 04:15:00 AM,21.378,10.8,,,,,
435,09/07/21 04:30:00 AM,21.378,10.8,,,,,
436,09/07/21 04:45:00 AM,21.378,10.8,,,,,
437,09/07/21 05:00:00 AM,21.378,10.8,,,,,
438,09/07/21 05:15:00 AM,21.282,10.8,,,,,
439,09/07/21 05:30:00 AM,21.282,10.8,,,,,
440,09/07/21 05:45:00 AM,21.282,10.8,,,,,
441,09/07/21 06:00:00 AM,21.187,10.8,,,,,
442,09/07/21 06:15:00 AM,21.187,10.8,,,,,
443,09/07/21 06:30:00 AM,21.091,10.8,,,,,
444,09/07/21 06:45:00 AM,21.091,10.8,,,,,
445,09/07/21 07:00:00 AM,20.996,10.8,,,,,
446,09/07/21 07:15:00 AM,20.996,10.8,,,,,
447,09/07/21 07:30:00 AM,20.996,10.8,,,,,
448,09/07/21 07:45:00 AM,21.091,10.8,,,,,
449,09/07/21 08:00:00 AM,21.187,10.8,,,,,
450,09/07/21 08:15:00 AM,21.378,10.8,,,,,
451,09/07/21 08:30:00 AM,21.664,10.8,,,,,
