"Plot Title: 21044163"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21044163, SEN S/N: 21044163)","Intensity, Lux (LGR S/N: 21044163, SEN S/N: 21044163)","Coupler Attached (LGR S/N: 21044163)","Coupler Detached (LGR S/N: 21044163)","Host Connected (LGR S/N: 21044163)","Stopped (LGR S/N: 21044163)","End Of File (LGR S/N: 21044163)"
64,09/03/21 02:00:00 AM,22.812,172.2,,,,,
65,09/03/21 02:15:00 AM,22.812,172.2,,,,,
66,09/03/21 02:30:00 AM,22.717,258.3,,,,,
67,09/03/21 02:45:00 AM,22.525,258.3,,,,,
68,09/03/21 03:00:00 AM,22.621,258.3,,,,,
69,09/03/21 03:15:00 AM,22.812,269.1,,,,,
70,09/03/21 03:30:00 AM,22.908,258.3,,,,,
71,09/03/21 03:45:00 AM,22.908,785.8,,,,,
72,09/03/21 04:00:00 AM,23.004,15155.7,,,,,
73,09/03/21 04:15:00 AM,23.004,15155.7,,,,,
74,09/03/21 04:30:00 AM,22.717,19289.0,,,,,
75,09/03/21 04:45:00 AM,22.429,17911.2,,,,,
76,09/03/21 05:00:00 AM,22.333,21355.7,,,,,
77,09/03/21 05:15:00 AM,22.333,26178.0,,,,,
78,09/03/21 05:30:00 AM,22.238,30311.3,,,,,
79,09/03/21 05:45:00 AM,22.238,33066.9,,,,,
80,09/03/21 06:00:00 AM,22.238,34444.7,,,,,
81,09/03/21 06:15:00 AM,22.142,35822.5,,,,,
82,09/03/21 06:30:00 AM,22.142,35822.5,,,,,
83,09/03/21 06:45:00 AM,22.142,37200.2,,,,,
84,09/03/21 07:00:00 AM,22.046,37200.2,,,,,
85,09/03/21 07:15:00 AM,22.046,37200.2,,,,,
86,09/03/21 07:30:00 AM,22.046,37200.2,,,,,
87,09/03/21 07:45:00 AM,22.046,37200.2,,,,,
88,09/03/21 08:00:00 AM,22.142,39955.8,,,,,
89,09/03/21 08:15:00 AM,22.238,161.5,,,,,
90,09/03/21 08:30:00 AM,22.525,150.7,,,,,
91,09/03/21 08:45:00 AM,22.621,139.9,,,,,
92,09/03/21 09:00:00 AM,22.812,129.2,,,,,
93,09/03/21 09:15:00 AM,23.004,118.4,,,,,
94,09/03/21 09:30:00 AM,23.196,107.6,,,,,
95,09/03/21 09:45:00 AM,23.484,96.9,,,,,
96,09/03/21 10:00:00 AM,23.773,86.1,,,,,
97,09/03/21 10:15:00 AM,23.869,75.3,,,,,
98,09/03/21 10:30:00 AM,24.158,64.6,,,,,
99,09/03/21 10:45:00 AM,24.158,53.8,,,,,
100,09/03/21 11:00:00 AM,24.448,43.1,,,,,
101,09/03/21 11:15:00 AM,24.255,43.1,,,,,
102,09/03/21 11:30:00 AM,24.351,32.3,,,,,
103,09/03/21 11:45:00 AM,24.448,21.5,,,,,
104,09/03/21 12:00:00 PM,24.545,21.5,,,,,
105,09/03/21 12:15:00 PM,24.641,21.5,,,,,
106,09/03/21 12:30:00 PM,24.931,10.8,,,,,
107,09/03/21 12:45:00 PM,25.125,10.8,,,,,
108,09/03/21 01:00:00 PM,25.319,10.8,,,,,
109,09/03/21 01:15:00 PM,25.513,10.8,,,,,
110,09/03/21 01:30:00 PM,25.513,10.8,,,,,
111,09/03/21 01:45:00 PM,25.610,10.8,,,,,
112,09/03/21 02:00:00 PM,25.805,10.8,,,,,
113,09/03/21 02:15:00 PM,26.000,10.8,,,,,
114,09/03/21 02:30:00 PM,26.390,10.8,,,,,
115,09/03/21 02:45:00 PM,26.879,10.8,,,,,
116,09/03/21 03:00:00 PM,27.173,10.8,,,,,
117,09/03/21 03:15:00 PM,28.159,10.8,,,,,
118,09/03/21 03:30:00 PM,28.555,0.0,,,,,
119,09/03/21 03:45:00 PM,27.961,0.0,,,,,
120,09/03/21 04:00:00 PM,27.370,0.0,,,,,
121,09/03/21 04:15:00 PM,27.173,0.0,,,,,
122,09/03/21 04:30:00 PM,27.173,0.0,,,,,
123,09/03/21 04:45:00 PM,27.173,0.0,,,,,
124,09/03/21 05:00:00 PM,26.977,0.0,,,,,
125,09/03/21 05:15:00 PM,26.879,0.0,,,,,
126,09/03/21 05:30:00 PM,27.075,0.0,,,,,
127,09/03/21 05:45:00 PM,26.977,0.0,,,,,
128,09/03/21 06:00:00 PM,26.585,0.0,,,,,
129,09/03/21 06:15:00 PM,26.390,0.0,,,,,
130,09/03/21 06:30:00 PM,26.195,0.0,,,,,
131,09/03/21 06:45:00 PM,26.000,0.0,,,,,
132,09/03/21 07:00:00 PM,25.708,0.0,,,,,
133,09/03/21 07:15:00 PM,25.416,10.8,,,,,
134,09/03/21 07:30:00 PM,25.028,10.8,,,,,
135,09/03/21 07:45:00 PM,24.738,10.8,,,,,
136,09/03/21 08:00:00 PM,24.351,21.5,,,,,
137,09/03/21 08:15:00 PM,24.062,21.5,,,,,
138,09/03/21 08:30:00 PM,23.869,21.5,,,,,
139,09/03/21 08:45:00 PM,23.581,32.3,,,,,
140,09/03/21 09:00:00 PM,23.388,32.3,,,,,
141,09/03/21 09:15:00 PM,23.292,43.1,,,,,
142,09/03/21 09:30:00 PM,23.100,43.1,,,,,
143,09/03/21 09:45:00 PM,23.004,43.1,,,,,
144,09/03/21 10:00:00 PM,23.004,53.8,,,,,
145,09/03/21 10:15:00 PM,22.717,53.8,,,,,
146,09/03/21 10:30:00 PM,22.621,53.8,,,,,
147,09/03/21 10:45:00 PM,22.621,53.8,,,,,
148,09/03/21 11:00:00 PM,22.525,64.6,,,,,
149,09/03/21 11:15:00 PM,22.429,64.6,,,,,
150,09/03/21 11:30:00 PM,22.333,64.6,,,,,
151,09/03/21 11:45:00 PM,22.333,75.3,,,,,
152,09/04/21 12:00:00 AM,22.238,64.6,,,,,
153,09/04/21 12:15:00 AM,22.238,64.6,,,,,
154,09/04/21 12:30:00 AM,22.142,75.3,,,,,
155,09/04/21 12:45:00 AM,22.046,75.3,,,,,
156,09/04/21 01:00:00 AM,21.569,19977.9,,,,,
157,09/04/21 01:15:00 AM,21.378,17222.3,,,,,
158,09/04/21 01:30:00 AM,21.091,26178.0,,,,,
159,09/04/21 01:45:00 AM,21.187,28933.5,,,,,
160,09/04/21 02:00:00 AM,21.091,28933.5,,,,,
161,09/04/21 02:15:00 AM,20.996,30311.3,,,,,
162,09/04/21 02:30:00 AM,20.996,33066.9,,,,,
163,09/04/21 02:45:00 AM,20.996,37200.2,,,,,
164,09/04/21 03:00:00 AM,20.996,35822.5,,,,,
165,09/04/21 03:15:00 AM,21.091,37200.2,,,,,
166,09/04/21 03:30:00 AM,21.091,38578.0,,,,,
167,09/04/21 03:45:00 AM,21.091,37200.2,,,,,
168,09/04/21 04:00:00 AM,21.091,38578.0,,,,,
169,09/04/21 04:15:00 AM,21.091,41333.6,,,,,
170,09/04/21 04:30:00 AM,21.091,42711.4,,,,,
171,09/04/21 04:45:00 AM,21.091,44089.2,,,,,
172,09/04/21 05:00:00 AM,21.187,44089.2,,,,,
173,09/04/21 05:15:00 AM,21.091,46844.8,,,,,
174,09/04/21 05:30:00 AM,21.187,46844.8,,,,,
175,09/04/21 05:45:00 AM,21.091,49600.3,,,,,
176,09/04/21 06:00:00 AM,21.091,49600.3,,,,,
177,09/04/21 06:15:00 AM,21.091,52355.9,,,,,
178,09/04/21 06:30:00 AM,21.091,52355.9,,,,,
179,09/04/21 06:45:00 AM,21.091,55111.5,,,,,
180,09/04/21 07:00:00 AM,21.091,55111.5,,,,,
181,09/04/21 07:15:00 AM,21.091,55111.5,,,,,
182,09/04/21 07:30:00 AM,21.091,55111.5,,,,,
183,09/04/21 07:45:00 AM,20.996,55111.5,,,,,
184,09/04/21 08:00:00 AM,20.996,55111.5,,,,,
185,09/04/21 08:15:00 AM,21.091,57867.0,,,,,
186,09/04/21 08:30:00 AM,21.091,60622.6,,,,,
187,09/04/21 08:45:00 AM,21.091,63378.2,,,,,
188,09/04/21 09:00:00 AM,21.091,66133.8,,,,,
189,09/04/21 09:15:00 AM,21.091,66133.8,,,,,
190,09/04/21 09:30:00 AM,21.091,68889.3,,,,,
191,09/04/21 09:45:00 AM,21.091,68889.3,,,,,
192,09/04/21 10:00:00 AM,21.187,66133.8,,,,,
193,09/04/21 10:15:00 AM,21.187,68889.3,,,,,
194,09/04/21 10:30:00 AM,21.282,71644.9,,,,,
195,09/04/21 10:45:00 AM,21.378,71644.9,,,,,
196,09/04/21 11:00:00 AM,21.378,74400.5,,,,,
197,09/04/21 11:15:00 AM,21.378,74400.5,,,,,
198,09/04/21 11:30:00 AM,21.378,74400.5,,,,,
199,09/04/21 11:45:00 AM,21.473,74400.5,,,,,
200,09/04/21 12:00:00 PM,21.760,74400.5,,,,,
201,09/04/21 12:15:00 PM,21.855,77156.1,,,,,
202,09/04/21 12:30:00 PM,21.855,77156.1,,,,,
203,09/04/21 12:45:00 PM,21.855,77156.1,,,,,
204,09/04/21 01:00:00 PM,21.760,77156.1,,,,,
205,09/04/21 01:15:00 PM,21.951,79911.6,,,,,
206,09/04/21 01:30:00 PM,22.046,79911.6,,,,,
207,09/04/21 01:45:00 PM,22.333,79911.6,,,,,
208,09/04/21 02:00:00 PM,22.525,79911.6,,,,,
209,09/04/21 02:15:00 PM,22.812,82667.2,,,,,
210,09/04/21 02:30:00 PM,23.004,82667.2,,,,,
211,09/04/21 02:45:00 PM,23.292,82667.2,,,,,
212,09/04/21 03:00:00 PM,23.581,85422.8,,,,,
213,09/04/21 03:15:00 PM,23.773,85422.8,,,,,
214,09/04/21 03:30:00 PM,23.869,85422.8,,,,,
215,09/04/21 03:45:00 PM,23.869,85422.8,,,,,
216,09/04/21 04:00:00 PM,23.773,88178.4,,,,,
217,09/04/21 04:15:00 PM,23.773,88178.4,,,,,
218,09/04/21 04:30:00 PM,23.677,88178.4,,,,,
219,09/04/21 04:45:00 PM,23.773,88178.4,,,,,
220,09/04/21 05:00:00 PM,23.773,88178.4,,,,,
221,09/04/21 05:15:00 PM,23.677,88178.4,,,,,
222,09/04/21 05:30:00 PM,23.581,88178.4,,,,,
223,09/04/21 05:45:00 PM,23.581,88178.4,,,,,
224,09/04/21 06:00:00 PM,23.484,88178.4,,,,,
225,09/04/21 06:15:00 PM,23.388,88178.4,,,,,
226,09/04/21 06:30:00 PM,23.388,88178.4,,,,,
227,09/04/21 06:45:00 PM,23.292,88178.4,,,,,
228,09/04/21 07:00:00 PM,23.196,88178.4,,,,,
229,09/04/21 07:15:00 PM,23.100,88178.4,,,,,
230,09/04/21 07:30:00 PM,23.004,88178.4,,,,,
231,09/04/21 07:45:00 PM,22.812,88178.4,,,,,
232,09/04/21 08:00:00 PM,22.717,88178.4,,,,,
233,09/04/21 08:15:00 PM,22.525,88178.4,,,,,
234,09/04/21 08:30:00 PM,22.429,88178.4,,,,,
235,09/04/21 08:45:00 PM,22.333,88178.4,,,,,
236,09/04/21 09:00:00 PM,22.142,88178.4,,,,,
237,09/04/21 09:15:00 PM,22.046,88178.4,,,,,
238,09/04/21 09:30:00 PM,21.855,88178.4,,,,,
239,09/04/21 09:45:00 PM,21.760,88178.4,,,,,
240,09/04/21 10:00:00 PM,21.569,88178.4,,,,,
241,09/04/21 10:15:00 PM,21.378,88178.4,,,,,
242,09/04/21 10:30:00 PM,21.187,88178.4,,,,,
243,09/04/21 10:45:00 PM,21.091,88178.4,,,,,
244,09/04/21 11:00:00 PM,20.901,88178.4,,,,,
245,09/04/21 11:15:00 PM,20.710,88178.4,,,,,
246,09/04/21 11:30:00 PM,20.615,88178.4,,,,,
247,09/04/21 11:45:00 PM,20.424,88178.4,,,,,
248,09/05/21 12:00:00 AM,20.329,88178.4,,,,,
249,09/05/21 12:15:00 AM,20.138,88178.4,,,,,
250,09/05/21 12:30:00 AM,19.948,88178.4,,,,,
251,09/05/21 12:45:00 AM,19.662,88178.4,,,,,
252,09/05/21 01:00:00 AM,19.377,88178.4,,,,,
253,09/05/21 01:15:00 AM,19.092,88178.4,,,,,
254,09/05/21 01:30:00 AM,18.711,88178.4,,,,,
255,09/05/21 01:45:00 AM,18.331,85422.8,,,,,
256,09/05/21 02:00:00 AM,18.045,656.6,,,,,
257,09/05/21 02:15:00 AM,17.665,355.2,,,,,
258,09/05/21 02:30:00 AM,17.475,258.3,,,,,
259,09/05/21 02:45:00 AM,17.284,215.3,,,,,
260,09/05/21 03:00:00 AM,17.094,193.8,,,,,
261,09/05/21 03:15:00 AM,16.999,172.2,,,,,
262,09/05/21 03:30:00 AM,16.808,161.5,,,,,
263,09/05/21 03:45:00 AM,16.713,161.5,,,,,
264,09/05/21 04:00:00 AM,16.618,150.7,,,,,
265,09/05/21 04:15:00 AM,16.523,150.7,,,,,
266,09/05/21 04:30:00 AM,16.427,150.7,,,,,
267,09/05/21 04:45:00 AM,16.427,139.9,,,,,
268,09/05/21 05:00:00 AM,16.332,139.9,,,,,
269,09/05/21 05:15:00 AM,16.141,139.9,,,,,
270,09/05/21 05:30:00 AM,16.046,139.9,,,,,
271,09/05/21 05:45:00 AM,16.046,139.9,,,,,
272,09/05/21 06:00:00 AM,16.046,139.9,,,,,
273,09/05/21 06:15:00 AM,16.046,139.9,,,,,
274,09/05/21 06:30:00 AM,16.046,129.2,,,,,
275,09/05/21 06:45:00 AM,15.951,129.2,,,,,
276,09/05/21 07:00:00 AM,15.951,129.2,,,,,
277,09/05/21 07:15:00 AM,15.951,129.2,,,,,
278,09/05/21 07:30:00 AM,15.951,129.2,,,,,
279,09/05/21 07:45:00 AM,15.855,129.2,,,,,
280,09/05/21 08:00:00 AM,15.855,129.2,,,,,
281,09/05/21 08:15:00 AM,16.046,129.2,,,,,
282,09/05/21 08:30:00 AM,16.332,129.2,,,,,
283,09/05/21 08:45:00 AM,16.427,129.2,,,,,
284,09/05/21 09:00:00 AM,16.618,129.2,,,,,
285,09/05/21 09:15:00 AM,16.903,129.2,,,,,
286,09/05/21 09:30:00 AM,17.284,118.4,,,,,
287,09/05/21 09:45:00 AM,17.570,118.4,,,,,
288,09/05/21 10:00:00 AM,17.950,118.4,,,,,
289,09/05/21 10:15:00 AM,18.331,118.4,,,,,
290,09/05/21 10:30:00 AM,18.616,118.4,,,,,
291,09/05/21 10:45:00 AM,18.996,118.4,,,,,
292,09/05/21 11:00:00 AM,19.377,118.4,,,,,
293,09/05/21 11:15:00 AM,19.758,107.6,,,,,
294,09/05/21 11:30:00 AM,19.853,96.9,,,,,
295,09/05/21 11:45:00 AM,19.948,96.9,,,,,
296,09/05/21 12:00:00 PM,20.043,96.9,,,,,
297,09/05/21 12:15:00 PM,20.234,96.9,,,,,
298,09/05/21 12:30:00 PM,20.424,86.1,,,,,
299,09/05/21 12:45:00 PM,20.710,86.1,,,,,
300,09/05/21 01:00:00 PM,20.996,86.1,,,,,
301,09/05/21 01:15:00 PM,21.187,75.3,,,,,
302,09/05/21 01:30:00 PM,21.473,75.3,,,,,
303,09/05/21 01:45:00 PM,21.760,75.3,,,,,
304,09/05/21 02:00:00 PM,21.855,75.3,,,,,
305,09/05/21 02:15:00 PM,22.142,75.3,,,,,
306,09/05/21 02:30:00 PM,22.333,64.6,,,,,
307,09/05/21 02:45:00 PM,22.717,64.6,,,,,
308,09/05/21 03:00:00 PM,23.004,64.6,,,,,
309,09/05/21 03:15:00 PM,23.581,64.6,,,,,
310,09/05/21 03:30:00 PM,24.062,64.6,,,,,
311,09/05/21 03:45:00 PM,24.158,64.6,,,,,
312,09/05/21 04:00:00 PM,24.255,64.6,,,,,
313,09/05/21 04:15:00 PM,24.158,64.6,,,,,
314,09/05/21 04:30:00 PM,24.062,64.6,,,,,
315,09/05/21 04:45:00 PM,23.966,64.6,,,,,
316,09/05/21 05:00:00 PM,23.966,64.6,,,,,
317,09/05/21 05:15:00 PM,23.869,64.6,,,,,
318,09/05/21 05:30:00 PM,23.677,64.6,,,,,
319,09/05/21 05:45:00 PM,23.677,64.6,,,,,
320,09/05/21 06:00:00 PM,23.581,64.6,,,,,
321,09/05/21 06:15:00 PM,23.484,64.6,,,,,
322,09/05/21 06:30:00 PM,23.388,64.6,,,,,
323,09/05/21 06:45:00 PM,23.292,64.6,,,,,
324,09/05/21 07:00:00 PM,23.196,75.3,,,,,
325,09/05/21 07:15:00 PM,23.004,75.3,,,,,
326,09/05/21 07:30:00 PM,22.908,75.3,,,,,
327,09/05/21 07:45:00 PM,22.621,75.3,,,,,
328,09/05/21 08:00:00 PM,22.238,75.3,,,,,
329,09/05/21 08:15:00 PM,21.951,86.1,,,,,
330,09/05/21 08:30:00 PM,21.664,86.1,,,,,
331,09/05/21 08:45:00 PM,21.378,86.1,,,,,
332,09/05/21 09:00:00 PM,21.091,96.9,,,,,
333,09/05/21 09:15:00 PM,20.901,96.9,,,,,
334,09/05/21 09:30:00 PM,20.615,96.9,,,,,
335,09/05/21 09:45:00 PM,20.424,96.9,,,,,
336,09/05/21 10:00:00 PM,20.329,107.6,,,,,
337,09/05/21 10:15:00 PM,20.138,107.6,,,,,
338,09/05/21 10:30:00 PM,20.043,107.6,,,,,
339,09/05/21 10:45:00 PM,19.948,107.6,,,,,
340,09/05/21 11:00:00 PM,19.853,107.6,,,,,
341,09/05/21 11:15:00 PM,19.758,118.4,,,,,
342,09/05/21 11:30:00 PM,19.662,118.4,,,,,
343,09/05/21 11:45:00 PM,19.567,118.4,,,,,
344,09/06/21 12:00:00 AM,19.472,118.4,,,,,
345,09/06/21 12:15:00 AM,19.377,118.4,,,,,
346,09/06/21 12:30:00 AM,19.282,118.4,,,,,
347,09/06/21 12:45:00 AM,19.282,118.4,,,,,
348,09/06/21 01:00:00 AM,19.187,118.4,,,,,
349,09/06/21 01:15:00 AM,19.092,129.2,,,,,
350,09/06/21 01:30:00 AM,19.092,129.2,,,,,
351,09/06/21 01:45:00 AM,18.996,129.2,,,,,
352,09/06/21 02:00:00 AM,18.901,183.0,,,,,
353,09/06/21 02:15:00 AM,18.901,129.2,,,,,
354,09/06/21 02:30:00 AM,18.901,129.2,,,,,
355,09/06/21 02:45:00 AM,18.806,129.2,,,,,
356,09/06/21 03:00:00 AM,18.806,129.2,,,,,
357,09/06/21 03:15:00 AM,18.711,139.9,,,,,
358,09/06/21 03:30:00 AM,18.616,139.9,,,,,
359,09/06/21 03:45:00 AM,18.711,139.9,,,,,
360,09/06/21 04:00:00 AM,18.711,139.9,,,,,
361,09/06/21 04:15:00 AM,18.711,139.9,,,,,
362,09/06/21 04:30:00 AM,18.711,150.7,,,,,
363,09/06/21 04:45:00 AM,18.711,150.7,,,,,
364,09/06/21 05:00:00 AM,18.711,150.7,,,,,
365,09/06/21 05:15:00 AM,18.711,150.7,,,,,
366,09/06/21 05:30:00 AM,18.711,150.7,,,,,
367,09/06/21 05:45:00 AM,18.711,150.7,,,,,
368,09/06/21 06:00:00 AM,18.711,161.5,,,,,
369,09/06/21 06:15:00 AM,18.616,161.5,,,,,
370,09/06/21 06:30:00 AM,18.616,161.5,,,,,
371,09/06/21 06:45:00 AM,18.616,161.5,,,,,
372,09/06/21 07:00:00 AM,18.616,161.5,,,,,
373,09/06/21 07:15:00 AM,18.616,161.5,,,,,
374,09/06/21 07:30:00 AM,18.616,161.5,,,,,
375,09/06/21 07:45:00 AM,18.711,172.2,,,,,
376,09/06/21 08:00:00 AM,18.711,172.2,,,,,
377,09/06/21 08:15:00 AM,18.806,161.5,,,,,
378,09/06/21 08:30:00 AM,18.901,161.5,,,,,
379,09/06/21 08:45:00 AM,19.092,161.5,,,,,
380,09/06/21 09:00:00 AM,19.187,161.5,,,,,
381,09/06/21 09:15:00 AM,19.472,161.5,,,,,
382,09/06/21 09:30:00 AM,19.758,161.5,,,,,
383,09/06/21 09:45:00 AM,20.043,161.5,,,,,
384,09/06/21 10:00:00 AM,20.234,161.5,,,,,
385,09/06/21 10:15:00 AM,20.615,161.5,,,,,
386,09/06/21 10:30:00 AM,20.901,150.7,,,,,
387,09/06/21 10:45:00 AM,21.282,139.9,,,,,
388,09/06/21 11:00:00 AM,21.664,118.4,,,,,
389,09/06/21 11:15:00 AM,21.855,107.6,,,,,
390,09/06/21 11:30:00 AM,22.046,107.6,,,,,
391,09/06/21 11:45:00 AM,22.333,96.9,,,,,
392,09/06/21 12:00:00 PM,22.525,96.9,,,,,
393,09/06/21 12:15:00 PM,23.004,96.9,,,,,
394,09/06/21 12:30:00 PM,23.484,86.1,,,,,
395,09/06/21 12:45:00 PM,23.773,86.1,,,,,
396,09/06/21 01:00:00 PM,23.966,86.1,,,,,
397,09/06/21 01:15:00 PM,24.255,75.3,,,,,
398,09/06/21 01:30:00 PM,24.448,75.3,,,,,
399,09/06/21 01:45:00 PM,24.738,64.6,,,,,
400,09/06/21 02:00:00 PM,25.125,64.6,,,,,
401,09/06/21 02:15:00 PM,25.319,53.8,,,,,
402,09/06/21 02:30:00 PM,25.513,53.8,,,,,
403,09/06/21 02:45:00 PM,25.902,43.1,,,,,
404,09/06/21 03:00:00 PM,26.195,32.3,,,,,
405,09/06/21 03:15:00 PM,26.781,32.3,,,,,
406,09/06/21 03:30:00 PM,27.173,32.3,,,,,
407,09/06/21 03:45:00 PM,27.075,21.5,,,,,
408,09/06/21 04:00:00 PM,26.977,32.3,,,,,
409,09/06/21 04:15:00 PM,26.683,32.3,,,,,
410,09/06/21 04:30:00 PM,26.488,32.3,,,,,
411,09/06/21 04:45:00 PM,26.390,32.3,,,,,
412,09/06/21 05:00:00 PM,26.292,32.3,,,,,
413,09/06/21 05:15:00 PM,26.097,32.3,,,,,
414,09/06/21 05:30:00 PM,25.902,32.3,,,,,
415,09/06/21 05:45:00 PM,25.805,32.3,,,,,
416,09/06/21 06:00:00 PM,25.610,32.3,,,,,
417,09/06/21 06:15:00 PM,25.513,32.3,,,,,
418,09/06/21 06:30:00 PM,25.319,32.3,,,,,
419,09/06/21 06:45:00 PM,25.222,32.3,,,,,
420,09/06/21 07:00:00 PM,24.931,32.3,,,,,
421,09/06/21 07:15:00 PM,24.738,43.1,,,,,
422,09/06/21 07:30:00 PM,24.545,43.1,,,,,
423,09/06/21 07:45:00 PM,24.255,43.1,,,,,
424,09/06/21 08:00:00 PM,23.966,43.1,,,,,
425,09/06/21 08:15:00 PM,23.581,53.8,,,,,
426,09/06/21 08:30:00 PM,23.388,53.8,,,,,
427,09/06/21 08:45:00 PM,23.100,64.6,,,,,
428,09/06/21 09:00:00 PM,22.908,64.6,,,,,
429,09/06/21 09:15:00 PM,22.717,64.6,,,,,
430,09/06/21 09:30:00 PM,22.621,64.6,,,,,
431,09/06/21 09:45:00 PM,22.429,64.6,,,,,
432,09/06/21 10:00:00 PM,22.333,75.3,,,,,
433,09/06/21 10:15:00 PM,22.238,75.3,,,,,
434,09/06/21 10:30:00 PM,22.142,75.3,,,,,
435,09/06/21 10:45:00 PM,22.046,75.3,,,,,
436,09/06/21 11:00:00 PM,21.951,75.3,,,,,
437,09/06/21 11:15:00 PM,21.951,75.3,,,,,
438,09/06/21 11:30:00 PM,21.951,86.1,,,,,
439,09/06/21 11:45:00 PM,21.855,86.1,,,,,
440,09/07/21 12:00:00 AM,21.855,86.1,,,,,
441,09/07/21 12:15:00 AM,21.855,86.1,,,,,
442,09/07/21 12:30:00 AM,21.760,86.1,,,,,
443,09/07/21 12:45:00 AM,21.760,86.1,,,,,
444,09/07/21 01:00:00 AM,21.664,86.1,,,,,
445,09/07/21 01:15:00 AM,21.664,86.1,,,,,
446,09/07/21 01:30:00 AM,21.569,86.1,,,,,
447,09/07/21 01:45:00 AM,21.473,86.1,,,,,
448,09/07/21 02:00:00 AM,21.473,86.1,,,,,
449,09/07/21 02:15:00 AM,21.378,86.1,,,,,
