"Plot Title: 20821662"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20821662, SEN S/N: 20821662)","Intensity, Lux (LGR S/N: 20821662, SEN S/N: 20821662)","Good Battery (LGR S/N: 20821662)","Coupler Attached (LGR S/N: 20821662)","Host Connected (LGR S/N: 20821662)","Stopped (LGR S/N: 20821662)","End Of File (LGR S/N: 20821662)"
42,01/15/22 03:15:00 AM,20.519,0.0,,,,,
43,01/15/22 03:30:00 AM,20.424,0.0,,,,,
44,01/15/22 03:45:00 AM,20.329,0.0,,,,,
45,01/15/22 04:00:00 AM,20.329,0.0,,,,,
46,01/15/22 04:15:00 AM,20.234,0.0,,,,,
47,01/15/22 04:30:00 AM,20.234,0.0,,,,,
48,01/15/22 04:45:00 AM,20.138,0.0,,,,,
49,01/15/22 05:00:00 AM,20.138,0.0,,,,,
50,01/15/22 05:15:00 AM,20.043,0.0,,,,,
51,01/15/22 05:30:00 AM,20.043,0.0,,,,,
52,01/15/22 05:45:00 AM,20.043,0.0,,,,,
53,01/15/22 06:00:00 AM,19.948,0.0,,,,,
54,01/15/22 06:15:00 AM,19.948,0.0,,,,,
55,01/15/22 06:30:00 AM,19.948,0.0,,,,,
56,01/15/22 06:45:00 AM,19.853,0.0,,,,,
57,01/15/22 07:00:00 AM,19.853,0.0,,,,,
58,01/15/22 07:15:00 AM,19.758,0.0,,,,,
59,01/15/22 07:30:00 AM,19.758,0.0,,,,,
60,01/15/22 07:45:00 AM,19.662,0.0,,,,,
61,01/15/22 08:00:00 AM,19.662,0.0,,,,,
62,01/15/22 08:15:00 AM,19.567,0.0,,,,,
63,01/15/22 08:30:00 AM,19.567,0.0,,,,,
64,01/15/22 08:45:00 AM,19.567,0.0,,,,,
65,01/15/22 09:00:00 AM,19.472,0.0,,,,,
66,01/15/22 09:15:00 AM,19.472,0.0,,,,,
67,01/15/22 09:30:00 AM,19.377,0.0,,,,,
68,01/15/22 09:45:00 AM,19.377,0.0,,,,,
69,01/15/22 10:00:00 AM,19.377,0.0,,,,,
70,01/15/22 10:15:00 AM,19.282,0.0,,,,,
71,01/15/22 10:30:00 AM,19.282,0.0,,,,,
72,01/15/22 10:45:00 AM,19.282,0.0,,,,,
73,01/15/22 11:00:00 AM,19.282,0.0,,,,,
74,01/15/22 11:15:00 AM,19.282,0.0,,,,,
75,01/15/22 11:30:00 AM,19.282,0.0,,,,,
76,01/15/22 11:45:00 AM,19.282,0.0,,,,,
77,01/15/22 12:00:00 PM,19.282,0.0,,,,,
78,01/15/22 12:15:00 PM,19.282,0.0,,,,,
79,01/15/22 12:30:00 PM,19.282,0.0,,,,,
80,01/15/22 12:45:00 PM,19.282,0.0,,,,,
81,01/15/22 01:00:00 PM,19.282,0.0,,,,,
82,01/15/22 01:15:00 PM,19.282,0.0,,,,,
83,01/15/22 01:30:00 PM,19.282,0.0,,,,,
84,01/15/22 01:45:00 PM,19.282,0.0,,,,,
85,01/15/22 02:00:00 PM,19.187,0.0,,,,,
86,01/15/22 02:15:00 PM,19.187,0.0,,,,,
87,01/15/22 02:30:00 PM,19.187,0.0,,,,,
88,01/15/22 02:45:00 PM,19.187,0.0,,,,,
89,01/15/22 03:00:00 PM,19.092,0.0,,,,,
90,01/15/22 03:15:00 PM,19.092,0.0,,,,,
91,01/15/22 03:30:00 PM,19.092,0.0,,,,,
92,01/15/22 03:45:00 PM,18.996,0.0,,,,,
93,01/15/22 04:00:00 PM,18.996,0.0,,,,,
94,01/15/22 04:15:00 PM,18.996,0.0,,,,,
95,01/15/22 04:30:00 PM,18.901,0.0,,,,,
96,01/15/22 04:45:00 PM,18.901,0.0,,,,,
97,01/15/22 05:00:00 PM,18.806,0.0,,,,,
98,01/15/22 05:15:00 PM,18.806,0.0,,,,,
99,01/15/22 05:30:00 PM,18.711,0.0,,,,,
100,01/15/22 05:45:00 PM,18.711,0.0,,,,,
101,01/15/22 06:00:00 PM,18.616,0.0,,,,,
102,01/15/22 06:15:00 PM,18.616,0.0,,,,,
103,01/15/22 06:30:00 PM,18.521,0.0,,,,,
104,01/15/22 06:45:00 PM,18.521,0.0,,,,,
105,01/15/22 07:00:00 PM,18.426,0.0,,,,,
106,01/15/22 07:15:00 PM,18.426,0.0,,,,,
107,01/15/22 07:30:00 PM,18.331,0.0,,,,,
108,01/15/22 07:45:00 PM,18.331,0.0,,,,,
109,01/15/22 08:00:00 PM,18.331,0.0,,,,,
110,01/15/22 08:15:00 PM,18.331,0.0,,,,,
111,01/15/22 08:30:00 PM,18.236,0.0,,,,,
112,01/15/22 08:45:00 PM,18.236,0.0,,,,,
113,01/15/22 09:00:00 PM,18.236,0.0,,,,,
114,01/15/22 09:15:00 PM,18.140,0.0,,,,,
115,01/15/22 09:30:00 PM,18.140,0.0,,,,,
116,01/15/22 09:45:00 PM,18.140,0.0,,,,,
117,01/15/22 10:00:00 PM,18.045,0.0,,,,,
118,01/15/22 10:15:00 PM,18.045,0.0,,,,,
119,01/15/22 10:30:00 PM,18.045,0.0,,,,,
120,01/15/22 10:45:00 PM,18.045,0.0,,,,,
121,01/15/22 11:00:00 PM,18.045,0.0,,,,,
122,01/15/22 11:15:00 PM,18.045,0.0,,,,,
123,01/15/22 11:30:00 PM,17.950,0.0,,,,,
124,01/15/22 11:45:00 PM,17.950,0.0,,,,,
125,01/16/22 12:00:00 AM,17.950,0.0,,,,,
126,01/16/22 12:15:00 AM,17.950,0.0,,,,,
127,01/16/22 12:30:00 AM,17.950,0.0,,,,,
128,01/16/22 12:45:00 AM,17.950,0.0,,,,,
129,01/16/22 01:00:00 AM,17.950,0.0,,,,,
130,01/16/22 01:15:00 AM,17.950,0.0,,,,,
131,01/16/22 01:30:00 AM,17.950,0.0,,,,,
132,01/16/22 01:45:00 AM,17.855,0.0,,,,,
133,01/16/22 02:00:00 AM,17.855,0.0,,,,,
134,01/16/22 02:15:00 AM,17.855,0.0,,,,,
135,01/16/22 02:30:00 AM,17.855,0.0,,,,,
136,01/16/22 02:45:00 AM,17.855,0.0,,,,,
137,01/16/22 03:00:00 AM,17.855,0.0,,,,,
138,01/16/22 03:15:00 AM,17.760,0.0,,,,,
139,01/16/22 03:30:00 AM,17.760,0.0,,,,,
140,01/16/22 03:45:00 AM,17.760,0.0,,,,,
141,01/16/22 04:00:00 AM,17.760,0.0,,,,,
142,01/16/22 04:15:00 AM,17.760,0.0,,,,,
143,01/16/22 04:30:00 AM,17.760,0.0,,,,,
144,01/16/22 04:45:00 AM,17.760,0.0,,,,,
145,01/16/22 05:00:00 AM,17.760,0.0,,,,,
146,01/16/22 05:15:00 AM,17.760,0.0,,,,,
147,01/16/22 05:30:00 AM,17.760,0.0,,,,,
148,01/16/22 05:45:00 AM,17.760,0.0,,,,,
149,01/16/22 06:00:00 AM,17.760,0.0,,,,,
150,01/16/22 06:15:00 AM,17.665,0.0,,,,,
151,01/16/22 06:30:00 AM,17.760,0.0,,,,,
152,01/16/22 06:45:00 AM,17.760,0.0,,,,,
153,01/16/22 07:00:00 AM,17.665,0.0,,,,,
154,01/16/22 07:15:00 AM,17.665,0.0,,,,,
155,01/16/22 07:30:00 AM,17.665,0.0,,,,,
156,01/16/22 07:45:00 AM,17.665,0.0,,,,,
157,01/16/22 08:00:00 AM,17.665,0.0,,,,,
158,01/16/22 08:15:00 AM,17.665,0.0,,,,,
159,01/16/22 08:30:00 AM,17.665,0.0,,,,,
160,01/16/22 08:45:00 AM,17.665,0.0,,,,,
161,01/16/22 09:00:00 AM,17.665,0.0,,,,,
162,01/16/22 09:15:00 AM,17.665,0.0,,,,,
163,01/16/22 09:30:00 AM,17.665,0.0,,,,,
164,01/16/22 09:45:00 AM,17.665,0.0,,,,,
165,01/16/22 10:00:00 AM,17.665,0.0,,,,,
166,01/16/22 10:15:00 AM,17.665,0.0,,,,,
167,01/16/22 10:30:00 AM,17.665,0.0,,,,,
168,01/16/22 10:45:00 AM,17.665,0.0,,,,,
169,01/16/22 11:00:00 AM,17.665,0.0,,,,,
170,01/16/22 11:15:00 AM,17.760,0.0,,,,,
171,01/16/22 11:30:00 AM,17.760,0.0,,,,,
172,01/16/22 11:45:00 AM,17.760,0.0,,,,,
173,01/16/22 12:00:00 PM,17.855,0.0,,,,,
174,01/16/22 12:15:00 PM,17.855,0.0,,,,,
175,01/16/22 12:30:00 PM,17.950,0.0,,,,,
176,01/16/22 12:45:00 PM,17.950,0.0,,,,,
177,01/16/22 01:00:00 PM,18.045,0.0,,,,,
178,01/16/22 01:15:00 PM,18.045,0.0,,,,,
179,01/16/22 01:30:00 PM,18.140,0.0,,,,,
180,01/16/22 01:45:00 PM,18.140,0.0,,,,,
181,01/16/22 02:00:00 PM,18.236,0.0,,,,,
182,01/16/22 02:15:00 PM,18.236,0.0,,,,,
183,01/16/22 02:30:00 PM,18.236,0.0,,,,,
184,01/16/22 02:45:00 PM,18.236,0.0,,,,,
185,01/16/22 03:00:00 PM,18.236,0.0,,,,,
186,01/16/22 03:15:00 PM,18.236,0.0,,,,,
187,01/16/22 03:30:00 PM,18.236,0.0,,,,,
188,01/16/22 03:45:00 PM,18.236,0.0,,,,,
189,01/16/22 04:00:00 PM,18.331,0.0,,,,,
190,01/16/22 04:15:00 PM,18.331,0.0,,,,,
191,01/16/22 04:30:00 PM,18.331,0.0,,,,,
192,01/16/22 04:45:00 PM,18.331,0.0,,,,,
193,01/16/22 05:00:00 PM,18.331,0.0,,,,,
194,01/16/22 05:15:00 PM,18.426,0.0,,,,,
195,01/16/22 05:30:00 PM,18.426,0.0,,,,,
196,01/16/22 05:45:00 PM,18.426,0.0,,,,,
197,01/16/22 06:00:00 PM,18.426,0.0,,,,,
198,01/16/22 06:15:00 PM,18.426,0.0,,,,,
199,01/16/22 06:30:00 PM,18.426,0.0,,,,,
200,01/16/22 06:45:00 PM,18.426,0.0,,,,,
201,01/16/22 07:00:00 PM,18.426,0.0,,,,,
202,01/16/22 07:15:00 PM,18.331,0.0,,,,,
203,01/16/22 07:30:00 PM,18.331,0.0,,,,,
204,01/16/22 07:45:00 PM,18.331,0.0,,,,,
205,01/16/22 08:00:00 PM,18.331,0.0,,,,,
206,01/16/22 08:15:00 PM,18.236,0.0,,,,,
207,01/16/22 08:30:00 PM,18.236,0.0,,,,,
208,01/16/22 08:45:00 PM,18.236,0.0,,,,,
209,01/16/22 09:00:00 PM,18.236,0.0,,,,,
210,01/16/22 09:15:00 PM,18.236,0.0,,,,,
211,01/16/22 09:30:00 PM,18.140,0.0,,,,,
212,01/16/22 09:45:00 PM,18.140,0.0,,,,,
213,01/16/22 10:00:00 PM,18.140,0.0,,,,,
214,01/16/22 10:15:00 PM,18.140,0.0,,,,,
215,01/16/22 10:30:00 PM,18.140,0.0,,,,,
216,01/16/22 10:45:00 PM,18.140,0.0,,,,,
217,01/16/22 11:00:00 PM,18.140,0.0,,,,,
218,01/16/22 11:15:00 PM,18.045,0.0,,,,,
219,01/16/22 11:30:00 PM,18.045,0.0,,,,,
220,01/16/22 11:45:00 PM,18.045,0.0,,,,,
221,01/17/22 12:00:00 AM,18.045,0.0,,,,,
222,01/17/22 12:15:00 AM,18.045,0.0,,,,,
223,01/17/22 12:30:00 AM,18.045,0.0,,,,,
224,01/17/22 12:45:00 AM,18.045,0.0,,,,,
225,01/17/22 01:00:00 AM,18.045,0.0,,,,,
226,01/17/22 01:15:00 AM,18.045,0.0,,,,,
227,01/17/22 01:30:00 AM,18.045,0.0,,,,,
228,01/17/22 01:45:00 AM,18.045,0.0,,,,,
229,01/17/22 02:00:00 AM,17.950,0.0,,,,,
230,01/17/22 02:15:00 AM,17.950,0.0,,,,,
231,01/17/22 02:30:00 AM,17.950,0.0,,,,,
232,01/17/22 02:45:00 AM,17.950,0.0,,,,,
233,01/17/22 03:00:00 AM,17.950,0.0,,,,,
234,01/17/22 03:15:00 AM,17.950,0.0,,,,,
235,01/17/22 03:30:00 AM,17.950,0.0,,,,,
236,01/17/22 03:45:00 AM,17.950,0.0,,,,,
237,01/17/22 04:00:00 AM,17.950,0.0,,,,,
238,01/17/22 04:15:00 AM,17.855,0.0,,,,,
239,01/17/22 04:30:00 AM,17.855,0.0,,,,,
240,01/17/22 04:45:00 AM,17.855,0.0,,,,,
241,01/17/22 05:00:00 AM,17.855,0.0,,,,,
242,01/17/22 05:15:00 AM,17.855,0.0,,,,,
243,01/17/22 05:30:00 AM,17.855,0.0,,,,,
244,01/17/22 05:45:00 AM,17.855,0.0,,,,,
245,01/17/22 06:00:00 AM,17.855,0.0,,,,,
246,01/17/22 06:15:00 AM,17.760,0.0,,,,,
247,01/17/22 06:30:00 AM,17.760,0.0,,,,,
248,01/17/22 06:45:00 AM,17.760,0.0,,,,,
249,01/17/22 07:00:00 AM,17.760,0.0,,,,,
250,01/17/22 07:15:00 AM,17.760,0.0,,,,,
251,01/17/22 07:30:00 AM,17.760,0.0,,,,,
252,01/17/22 07:45:00 AM,17.760,0.0,,,,,
253,01/17/22 08:00:00 AM,17.760,0.0,,,,,
254,01/17/22 08:15:00 AM,17.665,0.0,,,,,
255,01/17/22 08:30:00 AM,17.760,0.0,,,,,
256,01/17/22 08:45:00 AM,17.760,0.0,,,,,
257,01/17/22 09:00:00 AM,17.760,0.0,,,,,
258,01/17/22 09:15:00 AM,17.760,0.0,,,,,
259,01/17/22 09:30:00 AM,17.760,0.0,,,,,
260,01/17/22 09:45:00 AM,17.855,0.0,,,,,
261,01/17/22 10:00:00 AM,17.855,0.0,,,,,
262,01/17/22 10:15:00 AM,17.950,0.0,,,,,
263,01/17/22 10:30:00 AM,17.950,0.0,,,,,
264,01/17/22 10:45:00 AM,18.045,0.0,,,,,
265,01/17/22 11:00:00 AM,18.045,0.0,,,,,
266,01/17/22 11:15:00 AM,18.140,0.0,,,,,
267,01/17/22 11:30:00 AM,18.140,0.0,,,,,
268,01/17/22 11:45:00 AM,18.236,0.0,,,,,
269,01/17/22 12:00:00 PM,18.331,0.0,,,,,
270,01/17/22 12:15:00 PM,18.331,0.0,,,,,
271,01/17/22 12:30:00 PM,18.426,0.0,,,,,
272,01/17/22 12:45:00 PM,18.521,0.0,,,,,
273,01/17/22 01:00:00 PM,18.616,0.0,,,,,
274,01/17/22 01:15:00 PM,18.616,0.0,,,,,
275,01/17/22 01:30:00 PM,18.711,0.0,,,,,
276,01/17/22 01:45:00 PM,18.806,0.0,,,,,
277,01/17/22 02:00:00 PM,18.806,0.0,,,,,
278,01/17/22 02:15:00 PM,18.806,0.0,,,,,
279,01/17/22 02:30:00 PM,18.901,0.0,,,,,
280,01/17/22 02:45:00 PM,18.901,0.0,,,,,
281,01/17/22 03:00:00 PM,18.901,0.0,,,,,
282,01/17/22 03:15:00 PM,18.996,0.0,,,,,
283,01/17/22 03:30:00 PM,18.996,0.0,,,,,
284,01/17/22 03:45:00 PM,18.996,0.0,,,,,
285,01/17/22 04:00:00 PM,19.092,0.0,,,,,
286,01/17/22 04:15:00 PM,19.092,0.0,,,,,
287,01/17/22 04:30:00 PM,19.187,0.0,,,,,
288,01/17/22 04:45:00 PM,19.187,0.0,,,,,
289,01/17/22 05:00:00 PM,19.282,0.0,,,,,
290,01/17/22 05:15:00 PM,19.282,0.0,,,,,
291,01/17/22 05:30:00 PM,19.377,0.0,,,,,
292,01/17/22 05:45:00 PM,19.377,0.0,,,,,
293,01/17/22 06:00:00 PM,19.472,0.0,,,,,
294,01/17/22 06:15:00 PM,19.472,0.0,,,,,
295,01/17/22 06:30:00 PM,19.472,0.0,,,,,
296,01/17/22 06:45:00 PM,19.377,0.0,,,,,
297,01/17/22 07:00:00 PM,19.377,0.0,,,,,
298,01/17/22 07:15:00 PM,19.377,0.0,,,,,
299,01/17/22 07:30:00 PM,19.377,0.0,,,,,
300,01/17/22 07:45:00 PM,19.282,0.0,,,,,
301,01/17/22 08:00:00 PM,19.282,0.0,,,,,
302,01/17/22 08:15:00 PM,19.282,0.0,,,,,
303,01/17/22 08:30:00 PM,19.282,0.0,,,,,
304,01/17/22 08:45:00 PM,19.187,0.0,,,,,
305,01/17/22 09:00:00 PM,19.187,0.0,,,,,
306,01/17/22 09:15:00 PM,19.187,0.0,,,,,
307,01/17/22 09:30:00 PM,19.187,0.0,,,,,
308,01/17/22 09:45:00 PM,19.187,0.0,,,,,
309,01/17/22 10:00:00 PM,19.187,0.0,,,,,
310,01/17/22 10:15:00 PM,19.187,0.0,,,,,
311,01/17/22 10:30:00 PM,19.092,0.0,,,,,
312,01/17/22 10:45:00 PM,19.092,0.0,,,,,
313,01/17/22 11:00:00 PM,19.092,0.0,,,,,
314,01/17/22 11:15:00 PM,19.092,0.0,,,,,
315,01/17/22 11:30:00 PM,19.092,0.0,,,,,
316,01/17/22 11:45:00 PM,19.092,0.0,,,,,
317,01/18/22 12:00:00 AM,19.092,0.0,,,,,
318,01/18/22 12:15:00 AM,19.092,0.0,,,,,
319,01/18/22 12:30:00 AM,19.092,0.0,,,,,
320,01/18/22 12:45:00 AM,19.092,0.0,,,,,
321,01/18/22 01:00:00 AM,19.092,0.0,,,,,
322,01/18/22 01:15:00 AM,19.092,0.0,,,,,
323,01/18/22 01:30:00 AM,18.996,0.0,,,,,
324,01/18/22 01:45:00 AM,19.092,0.0,,,,,
325,01/18/22 02:00:00 AM,18.996,0.0,,,,,
326,01/18/22 02:15:00 AM,18.996,0.0,,,,,
327,01/18/22 02:30:00 AM,19.092,0.0,,,,,
328,01/18/22 02:45:00 AM,19.092,0.0,,,,,
329,01/18/22 03:00:00 AM,18.996,0.0,,,,,
330,01/18/22 03:15:00 AM,18.996,0.0,,,,,
331,01/18/22 03:30:00 AM,18.996,0.0,,,,,
332,01/18/22 03:45:00 AM,19.092,0.0,,,,,
333,01/18/22 04:00:00 AM,18.996,0.0,,,,,
334,01/18/22 04:15:00 AM,18.996,0.0,,,,,
335,01/18/22 04:30:00 AM,18.996,0.0,,,,,
336,01/18/22 04:45:00 AM,18.996,0.0,,,,,
337,01/18/22 05:00:00 AM,18.996,0.0,,,,,
338,01/18/22 05:15:00 AM,18.996,0.0,,,,,
339,01/18/22 05:30:00 AM,18.996,0.0,,,,,
340,01/18/22 05:45:00 AM,18.996,0.0,,,,,
341,01/18/22 06:00:00 AM,18.996,0.0,,,,,
342,01/18/22 06:15:00 AM,18.996,0.0,,,,,
343,01/18/22 06:30:00 AM,18.996,0.0,,,,,
344,01/18/22 06:45:00 AM,18.996,0.0,,,,,
345,01/18/22 07:00:00 AM,18.996,0.0,,,,,
346,01/18/22 07:15:00 AM,18.996,0.0,,,,,
347,01/18/22 07:30:00 AM,18.996,0.0,,,,,
348,01/18/22 07:45:00 AM,18.996,0.0,,,,,
349,01/18/22 08:00:00 AM,18.996,0.0,,,,,
350,01/18/22 08:15:00 AM,18.996,0.0,,,,,
351,01/18/22 08:30:00 AM,18.996,0.0,,,,,
352,01/18/22 08:45:00 AM,18.996,0.0,,,,,
353,01/18/22 09:00:00 AM,18.996,0.0,,,,,
354,01/18/22 09:15:00 AM,18.996,0.0,,,,,
355,01/18/22 09:30:00 AM,19.092,0.0,,,,,
356,01/18/22 09:45:00 AM,19.092,0.0,,,,,
357,01/18/22 10:00:00 AM,19.187,0.0,,,,,
358,01/18/22 10:15:00 AM,19.187,0.0,,,,,
359,01/18/22 10:30:00 AM,19.282,0.0,,,,,
360,01/18/22 10:45:00 AM,19.282,0.0,,,,,
361,01/18/22 11:00:00 AM,19.377,0.0,,,,,
362,01/18/22 11:15:00 AM,19.472,0.0,,,,,
363,01/18/22 11:30:00 AM,19.472,0.0,,,,,
364,01/18/22 11:45:00 AM,19.567,0.0,,,,,
365,01/18/22 12:00:00 PM,19.662,0.0,,,,,
366,01/18/22 12:15:00 PM,19.758,0.0,,,,,
367,01/18/22 12:30:00 PM,19.758,0.0,,,,,
368,01/18/22 12:45:00 PM,19.853,0.0,,,,,
369,01/18/22 01:00:00 PM,19.853,0.0,,,,,
370,01/18/22 01:15:00 PM,19.948,0.0,,,,,
371,01/18/22 01:30:00 PM,19.948,0.0,,,,,
372,01/18/22 01:45:00 PM,19.948,0.0,,,,,
373,01/18/22 02:00:00 PM,20.043,0.0,,,,,
374,01/18/22 02:15:00 PM,20.138,0.0,,,,,
375,01/18/22 02:30:00 PM,20.138,0.0,,,,,
376,01/18/22 02:45:00 PM,20.138,0.0,,,,,
377,01/18/22 03:00:00 PM,20.234,0.0,,,,,
378,01/18/22 03:15:00 PM,20.329,0.0,,,,,
379,01/18/22 03:30:00 PM,20.329,0.0,,,,,
380,01/18/22 03:45:00 PM,20.424,0.0,,,,,
381,01/18/22 04:00:00 PM,20.424,0.0,,,,,
382,01/18/22 04:15:00 PM,20.519,0.0,,,,,
383,01/18/22 04:30:00 PM,20.519,0.0,,,,,
384,01/18/22 04:45:00 PM,20.615,0.0,,,,,
385,01/18/22 05:00:00 PM,20.615,0.0,,,,,
386,01/18/22 05:15:00 PM,20.710,0.0,,,,,
387,01/18/22 05:30:00 PM,20.710,0.0,,,,,
388,01/18/22 05:45:00 PM,20.710,0.0,,,,,
389,01/18/22 06:00:00 PM,20.710,0.0,,,,,
390,01/18/22 06:15:00 PM,20.805,0.0,,,,,
391,01/18/22 06:30:00 PM,20.805,0.0,,,,,
392,01/18/22 06:45:00 PM,20.805,0.0,,,,,
393,01/18/22 07:00:00 PM,20.805,0.0,,,,,
394,01/18/22 07:15:00 PM,20.805,0.0,,,,,
395,01/18/22 07:30:00 PM,20.805,0.0,,,,,
396,01/18/22 07:45:00 PM,20.805,0.0,,,,,
397,01/18/22 08:00:00 PM,20.805,0.0,,,,,
398,01/18/22 08:15:00 PM,20.805,0.0,,,,,
399,01/18/22 08:30:00 PM,20.805,0.0,,,,,
400,01/18/22 08:45:00 PM,20.710,0.0,,,,,
401,01/18/22 09:00:00 PM,20.805,0.0,,,,,
402,01/18/22 09:15:00 PM,20.710,0.0,,,,,
403,01/18/22 09:30:00 PM,20.710,0.0,,,,,
404,01/18/22 09:45:00 PM,20.710,0.0,,,,,
405,01/18/22 10:00:00 PM,20.710,0.0,,,,,
406,01/18/22 10:15:00 PM,20.710,0.0,,,,,
407,01/18/22 10:30:00 PM,20.710,0.0,,,,,
408,01/18/22 10:45:00 PM,20.710,0.0,,,,,
409,01/18/22 11:00:00 PM,20.710,0.0,,,,,
410,01/18/22 11:15:00 PM,20.710,0.0,,,,,
411,01/18/22 11:30:00 PM,20.710,0.0,,,,,
412,01/18/22 11:45:00 PM,20.710,0.0,,,,,
413,01/19/22 12:00:00 AM,20.710,0.0,,,,,
414,01/19/22 12:15:00 AM,20.710,0.0,,,,,
415,01/19/22 12:30:00 AM,20.710,0.0,,,,,
416,01/19/22 12:45:00 AM,20.710,0.0,,,,,
417,01/19/22 01:00:00 AM,20.710,0.0,,,,,
418,01/19/22 01:15:00 AM,20.615,0.0,,,,,
419,01/19/22 01:30:00 AM,20.615,0.0,,,,,
420,01/19/22 01:45:00 AM,20.615,0.0,,,,,
421,01/19/22 02:00:00 AM,20.519,0.0,,,,,
422,01/19/22 02:15:00 AM,20.519,0.0,,,,,
423,01/19/22 02:30:00 AM,20.424,0.0,,,,,
424,01/19/22 02:45:00 AM,20.424,0.0,,,,,
425,01/19/22 03:00:00 AM,20.424,0.0,,,,,
426,01/19/22 03:15:00 AM,20.329,0.0,,,,,
427,01/19/22 03:30:00 AM,20.329,0.0,,,,,
428,01/19/22 03:45:00 AM,20.329,0.0,,,,,
429,01/19/22 04:00:00 AM,20.234,0.0,,,,,
430,01/19/22 04:15:00 AM,20.234,0.0,,,,,
431,01/19/22 04:30:00 AM,20.138,0.0,,,,,
432,01/19/22 04:45:00 AM,20.138,0.0,,,,,
433,01/19/22 05:00:00 AM,20.043,0.0,,,,,
434,01/19/22 05:15:00 AM,20.043,0.0,,,,,
435,01/19/22 05:30:00 AM,19.948,0.0,,,,,
436,01/19/22 05:45:00 AM,19.948,0.0,,,,,
437,01/19/22 06:00:00 AM,19.853,0.0,,,,,
438,01/19/22 06:15:00 AM,19.853,0.0,,,,,
439,01/19/22 06:30:00 AM,19.758,0.0,,,,,
440,01/19/22 06:45:00 AM,19.662,0.0,,,,,
441,01/19/22 07:00:00 AM,19.662,0.0,,,,,
442,01/19/22 07:15:00 AM,19.567,0.0,,,,,
443,01/19/22 07:30:00 AM,19.472,0.0,,,,,
444,01/19/22 07:45:00 AM,19.472,0.0,,,,,
445,01/19/22 08:00:00 AM,19.377,0.0,,,,,
446,01/19/22 08:15:00 AM,19.377,0.0,,,,,
447,01/19/22 08:30:00 AM,19.282,0.0,,,,,
448,01/19/22 08:45:00 AM,19.187,0.0,,,,,
449,01/19/22 09:00:00 AM,19.092,0.0,,,,,
450,01/19/22 09:15:00 AM,19.092,0.0,,,,,
451,01/19/22 09:30:00 AM,18.996,0.0,,,,,
452,01/19/22 09:45:00 AM,18.996,0.0,,,,,
453,01/19/22 10:00:00 AM,18.901,0.0,,,,,
